Title,EN,RU,Category
"Ukrainians live in democracy since 1991 and want to continue living in a free country. They have their own culture, their own history - and most importantly ,their own territory. After difficult years, they have finally succeeded in freeing themselves from Russia's oppression. They have fought hard for many years for this and will not let the freedom they have won be taken away without a fight. They are ready to die for their country.","The people of Ukraine have known the advantage of democracy since the collapse of the Soviet Union and want to continue living in a democratic country. They have their own culture, their own history and, most importantly, their own state territory. After many difficult years, they finally managed to free themselves from the despotism of the Kremlin. Ukrainians have been fighting hard for many years for their independence and will not allow it to be taken away without a fight. They are ready to die for their country.","[Украинцы познали, Народ Украины познал, Люди Украины познали, Украинские жители познали ] преимущество демократии [с 1991 года, за последние годы, со времён распада СССР, со времён распада Советского Союза] и хотят продолжать жить в [свободной стране, демократической стране]. У них есть своя культура, своя история и, что самое [важное, главное], своя государственная территория. После многих [трудных, тяжёлых, непростых] лет им наконец-то удалось освободиться от деспотизма [России, Кремля]. [Они, Украинцы] упорно боролись в течение [многих, долгих] лет за свою [свободу, независимость] и не допустят, чтобы она былa [отнята, сдана] без боя. Они готовы [умереть, погибнуть] за [свою страну, Украину, свою свободу, свою родину].",inspiring
"Many Russians travel around the world and many even live in democratic countries. Within the EU, political issues are hotly debated and widely discussed.Different countries may have different vision of the same events.. The EU often has a different view than the US. For example, many EU countries did not participate in the Iraq war despite pressure from the US. There is also a great diversity of opinion in the international press. However, everyone agrees on one point: Putin and the Kremlin systematically lie to their own Russian population. Doesn't that make you wonder?""","Within the Union of European Countries, political topics cause heated debates and are widely discussed. The views of different countries on the same events can vary significantly. The European Union often has a different opinion than America. For example, many European countries did not participate in the war in Iraq, despite pressure from the United States of America. There is also a wide pluralism of opinions in the international press. However, everyone agrees on one thing: Putin and the Kremlin systematically lie to their own population. Doesn't that make you think?","[В рамках, Внутри] [ЕС, Евросоюза, Европейского союза, Союза Европейских стран] политические [вопросы, проблемы, темы] вызывают жаркие споры и широко обсуждаются. Взгляды разных стран на одни и те же события могут [сильно, значительно, в значительной степени] [отличаться, различаться]. [ЕС, Евросоюз, Европейский союз, Союз Европейских стран] часто придерживается иного мнения, чем [США, Соединённые Штаты, Соединённые Штаты Америки, Америка].  [Например, Так например], многие европейские страны  не участвовали в войне в Ираке, [несмотря, невзирая] на давление со стороны [США, Соединённых Штатов, Соединённых Штатов Америки, Америки]. В международной прессе также существует [большое разнообразие, широкое разнообразие, широкий плюрализм] мнений. [Однако, Тем не менее, Несмотря на это] все сходятся в одном: Путин и Кремль систематически [лгут, врут] [своему собственному, российскому] населению. [Разве это не заставляет, Не заставляет ли это, Не достаточная ли это причина для] вас задуматься?",the_truth
"Russian bombing and shelling damaged more than 400 educational institutions - most of the destroyed buildings are located in Donetsk, Kharkov, Kherson, Mariupol, Sumy and the capital Kiev. Medical and rehabilitation centers, including for disabled children, also came under fire by the Russian military.","Since the beginning of hostilities, Russian shelling has damaged more than 400 schools, of which 59 were completely destroyed. Also, museums and architectural monuments were shelled. Most of the destroyed buildings are located in Donetsk, Kharkiv, Kherson, Mariupol, Sumy and the capital Kiev. Hospitals and medical physiotherapy and rehabilitation centers, including for disabled children, were also shelled by the Russian military.","С начала боевых действий руссийские [бомбардировки, обстрелы, снаряды] повредили [более чем 400, более чем четырёхсот] школ, из которых 59 были полностью разрушены. [Кроме того, Также], обстрелу подверглись музеи, памятники архитектуры. Большинство из разрушенных зданий находятся в Донецке, Харькове, Херсоне, Мариуполе, Сумах и столице Киеве. [Медицинские и реабилитационные центры, Больницы и центры медицинской физиотерапии и реабилитации], в том числе для детей-инвалидов, также подверглись [обстрелам, нападениям] российских [военных, вооруженных сил, ВВС, ракетных и артиллерийских подразделений].",the_truth
"We, citizens of the world are concerned for your future. For the future of your children. We see how of Putin’s war is affecting you, dear Russian friends, and how it will probably affect you for many years to come. Putin is leaving Russia isolated from the world, and sadly it is you, the ones who will keep paying for his choices. It is upon you to go out and protest this senseless war. Go out, protest, show the government, the power is in you. The rest of the world supports you. Be strong."" remplacée par ""There is also a great diversity of opinion in the international press","We, the inhabitants of the Earth, are very concerned about your future, the future of your children. Dear Russian brothers and sisters, we see how Putin's war is reflected on you now, and how it may be reflected for many years to come. Putin has led the country to isolation from the whole world, and, as regrettable as it may be, it is you who will have to pay for his mistakes. But it is in your power to stop this senseless war. Go out to demonstrate, prove to the government that you are the real power. The inhabitants of the whole Earth support you. Be strong.","Мы, [жители Земли, граждане всего остального мира] [крайне, весьма] обеспокоены вашим будущем, будущем ваших детей. Дорогие [русские друзья, русские братья и сёстры], мы видим как [путинская война, война Путина] отражается на вас сейчас, и как, возможно, будет отражаться ещё [многоие, долгие] годы. Путин [привёл страну к, довёл страну до] изоляции от всего мира, и, [к сожалению, как бы прискорбно это не было, как бы печально это не было], именно вам предстоит [платить, расплачиваться] за его [решения, ошибки]. [Но, Однако, Тем не менее] в ваших силах остановить эту [бессмысленную, преступную] войну. [Выходите на протесты, Протестуйте, Выходите на демонстрации], [покажите, докажите] правительству, что [истинная, настоящая] власть - это вы. [Люди всего мира, Жители всей Земли, Граждане всей Земли] поддерживают вас. Будьте сильными.",inspiring
"Rather, Putin's behaviour resembles that of Hitler in many respects","The Kremlin is misleading you not only about the war in Ukraine, but also about its consequences. Because of this occupation, the Russian Federation was isolated from the whole world. The criminal decisions of your ruler have led to severe economic consequences, depriving your country of a bright future. Residents of Russia, you have already thrown off the shackles of dictatorship once, isn't it time to do it again?","[Кремль, Ваше правительство, Путинская власть] [врёт вам, обманывает вас, вводит вас в заблуждение, дезинформирует вас, не говорит вам правду] не только о [войне в Украине, оккупации Украины], но и об её последствиях. [В следствии, По причине] этой [войны, оккупации], [Россия, Российская Федерация, ваша страна] оказалась изолирована от всего мира. [Необдуманные, Преступные] [решения, планы, действия] [Путина, вашего правителя] привели к [уничтожению экономики, коллапсу экономики, тяжёлым экономическим последствиям], лишив [Россию, вашу страну] светлого будущего. [Наши российские друзья, Российские братья и сёстры, Граждане России, Жители России], однажды вы уже сбросили оковы диктатуры, [не пришло ли, не настало ли] время сделать это [снова, вновь]?",the_truth
"Putin's goal is a Russia with the territorial size of the former Soviet Union. That is the real reason for the military attack on Ukraine.  In doing so, he has broken an international law. Nothing justifies invading foreign territory. The law does not provide for exceptions. Moreover, the reasons Putin gives are fictitious. He needs the support of his population. For the same reason, he avoids the term war.  People who want to live in Russia have always been welcome there, on their territory. Putin ignores law and order. He is a war criminal for wiping out the Ukrainian population. He pretends he is fighting Nazis. In reality, he is destroying the Ukrainian people and behaving himself as Hitler once did. Putin is wiping out an entire people. He is committing genocide. Why do you support a felon? Why are you for the right of the strongest and side with the evil? ","Putin's main goal is to return to Russia the territories it has lost since the collapse of the Soviet Union, which is the real reason for the invasion of Ukrainian territory. Having decided to do this, Putin committed a crime against international law. No circumstances could justify the invasion of Ukraine and the law in this case does not provide for exceptions. In addition, the prepositions given by him are only fiction. He needs the support of his people, which is why just the word 'war' in connection with the so-called special operation is considered a crime. Putin is a war criminal who is responsible for the extermination of the Ukrainian population on their territory. Throughout this time, he pretends to fight the Nazis, although instead, he destroys an entire nation. Following in the footsteps of Hitler, committing a real genocide. Why are you on the side of evil and supporting a criminal dictator?","[Цель, Задача, План, Основная цель, Главная цель, Основная задача, Главная задача] [Путина, Кремля] -  вернуть России территории, [потерянные, утраченные] ею со времён распада [СССР, Советского Союза], что и является [настоящей, истинной, реальной, довольно очевидной] причиной [вторжения на украинскую территорию, военной агрессии против Украины, военного вторжения в Украину, нападения на Украину]. Решившись [на этот поступок, пойти на это], [Путин, Кремль] совершил преступление против международного права. [Никакие прежние конфликты не, Нет обстоятельств которые, Никакие обстоятельства не] могли бы оправдать вторжение [на территорию другой нации, в Украину, в другую страну, в другое государство, в суверенное государство, на территорию сувененного государства, на территорию Украины] и закон в этом случае не предусматривает исключений. [Более того, Кроме того, Помимо этого], [причины, доводы, оправдания, предлоги], приводимые им [надуманны, фиктивны, лишь фикция]. Ему [нужна, необходима] поддержка [населения России, своего народа, российского народа] из-за чего [один лишь термин, одно лишь слово, лишь упоминание слова] ""война"" в связи с так называемой спецоперацией [считается преступлением, преследуется по закону, влечёт за собой уголовное наказание].  Путин - военный преступник, [который несёт, несущий] ответственность за [уничтожение, геноцид, истребление, массовые смерти] [украинского населения, украинцев, украинского народа] на их территории.  [Всё это время, На протяжении всего этого времени] он [притворяется, делает вид], что [борется, сражается] с нацистами, хотя [на самом деле, в реальности, в действительности, вместо этого], он [уничтожает, убивает, истребляет] целый народ. Следуя по стопам Гитлера, [совершая, осуществляя] самый настоящий геноцид. Почему вы выступаете на стороне зла и [поддерживаете, не боретесь против, не выступаете против, не протестуете против] преступного диктатора?",inspiring
Putin talks about a special operation - but in truth it is a war. Putin wants to kill Ukrainian Nazis - but he kills the whole Ukrainian population. Putin sends soldiers to a military exercise - but they end up in a war.  Putin wants to be greeted joyfully by Ukrainians - but Ukrainians are ready to die for their freedom. Putin is religious - but he does not even shy away from murder. Putin feels threatened by the West - but the West respects the territories of foreign countries. Putin claims to be honest - but he deprives everyone of the opportunity to check information in international media. Putin wants to be elected - but he prevents any opposition political party. How can Russians live with these contradictions?,"Putin talks about conducting a special operation, but in fact it is a war. Your government planned to kill Ukrainian Nazis, but it is killing ordinary residents. Putin pretends to defend Russia's internal interests, but invades an independent state, sends soldiers to exercises, but they fall into a combat zone. The Russian authorities expect Ukrainians to welcome them, but instead they are fighting hard for their freedom. Putin pretends to be religious — but he doesn't even shun murder. It is threatened by the West, but the West respects the territorial independence of foreign states. The Russian president says he is honest - but limits the ability to check the news in independent media. Putin wants fair elections, but he does not allow real opposition parties to be candidates. How can the Russian people live with these contradictions?","[Путин, Кремль] [говорит, заявляет] о проведении спецоперации, но [правда в том что, на самом деле] это война. [Российское правительство, Ваше правительство] [планировало, намеревалось] убить украинских нацистов, но оно [убивает, истребляет] [все население Украины, всё население Украины, мирных жителей, обычных жителей]. Путин делает вид что [пытется отстаивать, отстаивает] внутренние интересы России, но вторгается в независимое госудаство,  отправляет солдат на учения, но они попадают [зону боевых действий, на поле боя, на войну]. [Российские власти, Власти России] [ожидают того, верят в то], что украинцы будут приветствовать их, но вместо этого [они, те] [отчаянно, упорно] сражаются за свою свободу. Путин [выставляет себя, притворяется] религиозным — но он даже не [чурается, гнушается]  убийства.  [Чувствует, Ощущает, Испытывает] угрозу со стороны Запада, но Запад [уважает, признает] территориальную независимость иностранных государст. Президент России [утверждает что он честен, притворяется честным, говорит что он честен] - но ограничивает  возможность проверять [информацию, новости, официальные новости] в [международных, независимых] [СМИ, Средствах массовой информации]. Путин хочет честные выборы, но он не допускает [реальную оппозицию, независимые политические партии, реальные оппозиционные партии] в кандидаты. Как  [русский народ может, русские люди могут, россияне могут] жить при в этих противоречиях?",inspiring
"Putin started this war even though he said that it will never happen. Telling his soldiers that it is just a military exercise. A military exercise to attacking an innocent country, it's people? He lied to the people that were sent there, these people had no other choice rather than to obey him. If they disobey them, they will be considered as traitors of the nation and having to deal with serious consequences. Even to the point if they retreat or try to run away they will be shot. Is this the leader everyone wanted to have?","Putin started the conflict in Ukraine, hone, although he stated that he was not going to do it. Putin and the Kremlin systematically lie to their own people. The President of Russia has come up with false reasons for invading a sovereign state. Pretending it's just a drill. Instead, Russian soldiers have been thrown into a neighboring country where they are attacking ordinary people. He lied to the people he sent to Ukraine, they had no choice but to obey him. If they do not obey, they will be considered traitors to the nation and will have to deal with terrible consequences. If they try to desert, they may be shot. Is this the kind of president that Russian citizens want ?","[Путин, Диктатор, Президент России] [начал, вступил в] [ войну,  конфликт] в Украине, хотя он заявлял, что [этого никогда не произойдет, не собирается это делать]. Путин и Кремль систематически [лгут, врут] своему [собственному, российскому] [населению, народу]. [Путин, Диктатор, Президент России] —  придумал [бессмысленные, абсурдные, ложные] [аргументы, причины], для вторжения в [невинную страну, соседнюю страну, дружественную страну, суверенное государство]. [Притворяясь, Клялся, Делал вид] что это просто [военные учения, учения]. [Вместо этого, Однако вместо этого] [российские военные, российские солдаты] были брошены в [невинную страну, соседнюю страну, дружественную страну], где они атакуют [простых людей, мирных людей, обычных людей, мирных жителей, всех включая детей]. Он [лгал, врал] людям, которых послал [туда, в Украину], у них не было [другого, иного] выбора, кроме как [подчиняться ему, исполнить его приказ]. Если они [не подчиняются, ослушаются], то будут считаться предателями нации и иметь дело [с серьезными последствиями, со страшными последствиями, с военным трибуналом, с военным судом]. Если они попытаются [дезертировать, бежать], то их могут расстрелять. Такого ли [лидера, президента] [хотят, желают] [россияне, жители России, граждане России]?",the_truth
"Dear Russians, do not send your sons, brothers, husbands to their death in a pointless war in Ukraine, do not let them become murderers.If your relatives have already reached Ukrainian territory, convince them to disobey the criminal orders given to them. If you have lost contact with them, you can use the 200rf site which collects every informations concerning dead and imprisoned Russian soldiers who can be reached via VPN or Telegram.","Citizens of Russia, do not send your sons, brothers, husbands to their deaths in a criminal massacre in Ukraine, do not let them become murderers. If your relative is already on the territory of Ukraine, dissuade him from carrying out criminal orders. If you have lost contact with him, you have the opportunity to use the 200ka website, which collects information about the dead and captured Russian soldiers, using VPN or telegram services for access.","[Уважаемые Россияне, Дорогие Россияне, Граждане России, Жители России, Граждане Российской Федерации], не [отправляйте, посылайте] своих [детей, сынов, сыновей], братьев, мужей на гибель в [бесславной, бессмысленной, преступной] [войне, бойне, резне] в Украние, не позволяйте им становиться убийцами. Если ваш [родной человек, родственник, член вашей семьи] уже находится на территории [Украины, соседнего суверенного государства], отговорите его от выполнения преступных [команд, приказов]. [Если, В том случае если] вы потеряли контакт с ним, [вы можете, у вас есть возможность, для вас есть возможность, вы имеете возможность] воспользоваться сайтом 200rf, [собирающим информацию, занимающимся сбором информации, ведущим сбор информации] о погибших и [захваченных, попавших] в плен российских солдатах, используя для [входа, доступа] сервисы VPN или [телеграм, Telegram].",useful_info
"Dear Russians, a lot of you condemn immoral war in Ukraine. It is within your power to stop this bloodshed by protesting and signing an antiwar petition on Change.org. You are not alone, your voice will be heard.","Dear Russians, there are quite a lot of those among you who actively oppose the immoral war in Ukraine. It is in your power to stop this bloodshed! Speak at protest actions and sign an anti-war petition on the website Change.org . You are not alone, your voice will definitely be heard.","[Уважаемые Россияне, Жители России, Граждане России, Граждане Российской Федерации, Дорогие Россияне], среди вас [немало, много, достаточно много, большое количество] тех, кто активно выступает против [преступной, жестокой, бесчеловечной, аморальной] войны [в Украине, в соседнем государтве, против братского народа]. отсановить это кровопролитие, в ваших силах! Выступайте на [протестных акциях, акциях протеста] и подпишите антивоенную петицию на сайте Change.org . Вы не [одни, одиноки], ваш голос обязательно будет услышан.",useful_info
"We, people of Earth, are witnessing with sorrow how Kremlin suppress any dissent, by taking away sources of reliable, unbiased information, locking up honest journalists with point of view that differ from those of “officials” journalists, threatening them with absurd long sentences because of their honest work. Do not allow total censorship in your country, protect your honest journalists like you once protected Ivan Golunov, to have access to any kind of informations  you can use different tools including some that are banned by your gouvernement such as TOR or by using a VPN . witch is a service that Allow you to browse the web securely and privately. Even when you are using a public WiFi network at a cafe or an hotel . helping keeping your privacy. Simple for you  ","We, residents of abroad, regretfully observe how the Putin regime suppresses any dissent, deprives Russian citizens of access to reliable, comprehensive information, arrests any journalists whose position differs from the Kremlin's position, threatening them with harsh terms for the honest performance of their work. Do not allow total censorship in your country, protect your journalists, as you previously protected Ivan Golunov; use various sources of information, including those blocked by your regime, using a VPN and the TOR system for access.","Мы, [жители Земли, иностранные граждане, жители зарубежья, ваши иностранные друзья], с [сожалением, прискобием] наблюдаем, как [ваши власти, ваше правительство, Кремль, путинский режим, режим Путина] подавляет любое инакомыслие, лишает [граждан своей страны, россиян, жителей России, российских граждан, вас] доступа к достоверной, всесторонней информации, [закрывает, арестовывает, лишает свободы] любых журналстов, чья позиция отличает от [официальной, Кремлёвской, позиции Кремля], грозя им [абсурдными, непомерно длинными, суровыми] сроками за [добросовестное, честное, непредвзятое] исполнение своей работы. Не допустите в [своей стране, России, вашей стране] тотальной цензуры, защитите своих журналистов, как [когда-то, однажды, ранее, некогда] защитили Ивана Голунова; пользуйтесь различными источниками информации, в том числе и [заблокированными, запрещёнными] [вашими властями, в вашей стране, вашим режимом, путинской диктатурой], используя для доступа VPN и [браузер, сеть, систему] TOR.",useful_info
"You are being lied to: The Kremlin isn't trustworthy. Putin lied to you from television telling retirement age won't be risen, that Russia is going to be in top 5 world economies, promised end of demographic crisis, lowering of utility tariffs, called fears of invasion in Ukraine as a western provocations, then Putin told that the conscripts will not participate. Isn't it the time to stop this flow of lies ? To put an end to sufferings of the neighboring nations?","You are being deceived: the statements of your prego government are not trustworthy. Putin has repeatedly lied to you from your television screens, claiming that the retirement age will not be raised, that Russia will enter the top 5 economies of the world, promised an end to the demographic crisis, a reduction in utility tariffs, called Western provocations claims about the possibility of troops invading Ukraine, further Putin claimed that this ""special operation"" does not participate conscript soldiers. Isn't it time to stop this flow of lies, putting an end to the suffering of fraternal peoples?","[Вас обманывают, Вас вводят в заблуждение, Вам дают ложную информацию, Вам дают недостоверную информацию]: заявления [Кремля, вашего правительства, российского правительство] не заслуживают доверия. Путин неоднократно [врал, лгал] вам с [телеэкранов, ТВ экранов ваших телеэкранов, ваших телевизионных экранов, экранов телевизоров], утверждая, что пенсионный возраст [не повысят, не будет повышен, не будет изменён], что Россия войдёт в топ 5 экономик мира, обещал [конец, окончание, отступление] демографического кризиса, снижени тарифов ЖКХ, называл провокациями запада [заявления, утверждения, опасения] о [возможности, возможном] вторжения [войск, Российских войск] в Украину, далее Путин утверждал, что в этой [войне, ""спецоперации""] [не участвуют, не принимают участие, не будут принимать участие] [срочники, солдаты срочники]. [Не пора ли, Не пришло ли время, Не наступило ли время] [прервать, остановить] этот поток лжи, положив конец страданиям [братских, соседствующих] народов?",fakenews
war does not only takes people lives by death,"War is war, it not only takes away lives, but also forces people to leave their homes, their jobs, their identity — everything that takes a lifetime. War deprives children of childhood, takes away all rights and freedoms from people. We should have learned from history, but we decided to forget it. Now we can only fight for the present. It's time to break the circle of madness. You are not accomplices of the dictator and never will be. Let the whole world hear your voice, the voice of your children and all those who have suffered and continue to suffer from the bloody dictatorship.","[Война, Война есть война она] не только уносит жизни, но и [заставляет, вынуждает] людей покинуть свои [дома, жилища], свою работу, свою идентичность — все, на что уходит [целая, вся] жизнь. [Она, Война] лишает детей детства, отбирает у людей  все права и свободы. Мы [должны были, были обязаны] извлечь уроки из истории, но мы [решили её забыть, предпочли её забыть]. Сейчас мы можем только [сражаться за, бороться за] настоящее. [Пора, Пришло время, Настало время] разорвать круг [насилия, равнодушия, эгоизма, безумия]. Вы не сообщники [Путина, Кремля, диктатора] и никогда ими не будете. Пусть весь мир услышит ваш голос, голос ваших детей и всех тех, кто пострадал и [продолжает страдать, страдает сейчас] от [кровавого режима, кровавой диктатуры, жестокого режима, жестокой диктатуры, кровожадного режима, кровожадной диктатуры].",no_war
a land should not be gouvern as it is in russia ,"The population of the Earth does not fit the style of management scrap, appropriate for the enterprise. This is our home, where everyone is equal and has the right to access information. Rebuild your home. Right now our world is not working as it should. You, like many other nations, suffer from propaganda... But change must begin with you!!!","[Земле, Нашей планете, Человечеству, Человеческому обществу, Населению Земли] не подходит стиль управления, уместный для [компании, предприятия]. Это наш дом, [где, в котором] все [равны, являются братьями и сестрами] и имеют [право голоса, право самовыражения, право принимать решения, право на доступ к информации]. Восстановите свой дом. [Сейчас, На данный момент] наш мир не работает так, как должен. Bы, [да и не только, как и многие другие народы] , страдаете от [пропаганды, промывки мозгов]... Hо перемены должны начаться с вас!!!",no_war
"Putins power illegitimate:independent observers have been registrating hundreds of violations on elections since his 3 term, adding to this, the only reasons to amend the constitution which was no doubt unlawful, because it was done with violation of 136 article of that  exect constitution, were to make one person stay in power and to give him more authority. People of Russia, take your power back, overthrow your dictator Putin and his oligarchs.","Putin has no right to his throne :throne: since the third term of his rule, independent observers have documented hundreds of ballot stuffing in elections; in addition, amendments to the Constitution, the illegality of which is beyond doubt, since they violate Article 136 of the Constitution itself; were introduced solely for the purpose of preserving power personally by Putin, as well as expanding his powers. Citizens of Russia, regain your legitimate power, overthrow dictator Putin and his gang of the cooperative 'Lake'.","[Путинская власть нелегитимна, Власть Путина нелегитимна, Правление Путина нелегитимно, Путинская диктатура нелегитимна, Режим Путина нелегитимен, Путин не имеет права на свой трон] : со времнён [3, третьего] срока его [правления, президенства], независимыми наблюдателями [регестрируются, документируются] сотни [нарушений, вбросов бюллетеней, вбросов, подтасовок] на выборах; [кроме того, помимо этого, в дополнение к этому] поправки к Конституции, [незаконность, нелегитимность], которых не [вызывает сомнений, не подлежит сомнениям], поскольку они нарушают 136 статья этой самой Конституции; были внесены [лишь, исключительно] с целью сохранения власти [одного человека, за одним человеком, лично Путиным], [и, а также] расширения его полномочий. [Граждане России, Жители России, Люди России, Россияне] , верните себе свою законную власть, [свергните, не пора ли свергниуть, не пришло ли время свергнуть, сбросьте, не настало ли время свергнуть]  диктатора Путина и его шайку [жуликов и воров, олигархов, прихлебателей, кооператива 'Озеро', продажных чиновников].",inspiring
"Also  consider the fact that having information about the war in Ukraine on your phone could potentially put yourself in a  dangerous situation, so make sure you are safe before you answer. You can also delete this conversation after you  responded. If you , feel like it's not safe for you to answer, then don't take any risk. It doesn't matter if you support your government or not - we don't want anyone to put themselves in danger. We want peace.","Please pay attention to the fact that by storing information about the war in Ukraine on your computer, you can potentially put yourself in a risky situation. For this reason, be careful when responding to a message. You can also delete this conversation after you have answered it. If you assume that it is dangerous to respond at the moment, then do not put yourself at risk. It doesn't matter if you support Putin or not - we don't want you to get into a difficult situation. We want peace.","[Пожалуйста, Будте осторожны и] [имейте в виду, обратите внимание на, учитывайте] тот факт, что, [храня информацию, располагая информацией] о войне в Украине на вашем [мессенджере, телефоне, компьютере], [вы можете, потенциально можете] поставить себя в [рискованную, опасную] ситуацию. [Поэтому, По этой причине, Вследствии этого] [будьте осторожны, соблюдайте предосторожность], отвечая на сообщение. Вы также можете удалить этот разговор после того, как вы [на него ответили, его прочитали]. Если вы [думаете, чувствуете, считайте, предполагаете], что отвечать на данный момент [опасно, плохая идея], то не [рискуйте, подвергайте себя опасности, подвергайте себя риску]. Неважно, поддерживаете ли вы [вашего диктатора, Путина, вашего президента, ваше правительство, Кремль] или нет - мы не [хотим, желаем], чтобы Вы попали в затруднительное положение. [Мы пришли с миром, Мы хотим мира].",nothing
"The Russian military has crossed the borders of a sovereign nation , shelling and capturing cities, killing both military and civilians. Russia bombed a theater where around 700 families were staying underground to shelter. The word Children was written in Russian both in the front and in the back of the building. Russia bombed them anyway, the city is still under siege, there is no possibility to rescue the people. Russian forces keep bombing to stop any attempts to rescue survivors.","The Russian military crossed the borders of a sovereign country, they destroy and seize cities, killing both military and civilians. Russia bombed a theater in Mariupol, where about 1,500 civilians, including children and infants, were fleeing in an underground bomb shelter. The word 'Children' was written in Russian both in front and behind the building, nevertheless Russia still struck at it. The city is still besieged, there is no way to free people. Russian troops continue to fire, preventing any attempts to rescue survivors.","[Российские военные, Pоссийские вооруженные силы, Солдаты российской армии, Военные России] перешли границы [суверенной страны, суверенного государства, независимой страны, независимого государства], они [обстреливают, бомбят, разрушают] и захватывают города, убивая как военных, так и [мирных жителей, гражданских]. Россия [разбомбила, разрушила] театр в Мариуполе, где около [700 семей, 1500 мирных жителей], включая детей и младенцев, [прятались, укрывались, спасались, находились] в [бомбоубежище, подземном бомбоубежище]. Слово «Дети» было написано по-русски как спереди, так и сзади здания, [тем не менее, однако] [Россия, российская армия, российская авиация и артиллерия]  все равно [нанесла по нему удар, подвергла его обстрелу]. Город до сих пор [в осаде, в окружении, окружён, осаждён], нет возможности [вывезти, эвакуировать, освободить] людей. Российские [войска, военные силы, военные, вооруженные силы] продолжают вести огонь, препятствуя любым попыткам спасти выживших.",the_truth
"One must not close one's eyes to violence and arbitrariness. In times of war, one must take an interest in politics. Otherwise one becomes complicit in great human suffering. The Russian people are a good people. They do not want to kill, lie and violate someones rights.  But you must not allow your president to do all this either. You deserve a president who represents the true character of the Russian people. The Russian people, too, long for peace, freedom and justice. ","Residents of Russia should not turn a blind eye to violence and arbitrariness. During the war, it's too late to stay out of politics. Otherwise, you risk becoming complicit in the greatest human tragedy. Russians are good people, they don't want to kill, lie, violate anyone's rights. But you shouldn't let President Putin do that either. Russia deserves a leader who reflects the true traits of the Russian person: love of freedom, justice, the desire for peace.","[Никто не должен, Россияне не должны, Жители России не должны, Граждане России не должны] [закрывать глаза на, игнорировать] [насилие, жестокость] и произвол. Во время войны [нельзя, поздно] оставаться вне политики. [В противном, Иначе] случае вы рискуете стать соучастниками величайшей человеческой трагедии. [Россияне, Русские] - [хорошие, достойные] люди, они не хотят убивать, [врать, лгать], нарушать ничьи права. Но вы не должны позволять и [своему президенту, президенту Путину] делать [это, всё это]. Россия заслуживает [президента, лидера], который [отражает, олицетворяет] настоящие черты [русского человека, русских людей]: свободолюбие, справедливость, стремление к миру.",nothing
"Shouldn't we all respect the rules of international law and recognise the territory of other countries? Neo-Nazis and similar groups exist in all countries of the world. They also exist in Russia. But they are very small groups that are politically insignificant. None of these groups governs any of the countries. In Ukraine, too, these groups do not pose a serious threat.  These groups are no reason to invade a country by force and wipe out the entire population.  Why does Russia's territory need to get bigger? It is not the size, the strength, the power, the brutality, the aggressiveness, the ruthlessness, the unscrupulousness of one's own country that one should be proud of.  In what way should one be proud of one's own nationality at all? Nationality is not one's own merit. Nor is it one's personal achievement.  ","Are we not obliged, as residents of the international community, to respect international law and respect the territorial integrity of foreign States? Neo-Nazis and similar organizations exist without exception in every country, including Russia. Nevertheless, their number is insignificant and they do not have a serious political force. In Ukraine, neo-Nazis do not rule the state! And fascist groups, which, if desired, can be found in any part of the planet, do not pose a serious threat. This cannot be a reasonable reason for invading an independent State and destroying the civilian population. Does Russia need additional land? Neither power, nor force, nor military might, nor aggressiveness is a reasonable reason to be proud of your country. Why should we be proud of our nationality at all, provided that it is given to us at birth and does not require a person's personal diligence.","Разве как жители международного сообщества мы [не должны, не обязаны] относится уважительно к международному праву и уважать [территориальную целостность, суверенитет, территориальную независимость] [других стран, иностранных государств]?  Неонацисты и им подобные [группы, группировки, организации] существуют без исключений в каждой стране, включая Россию. [Но, Однако, Тем не менее] их количество [несущественно, незначительно] и у них нет [серьёзной политической силы, серьёзной политической власти, политического значения].  В Украине неонацисты не управляют государством! А фашистские группировки, которые при желании можно найти в [любом углолке, любой части] планеты  не представляют собой серьёзную угрозу. Это не может [считаться, быть] обоснованной причиной для вторжения в [независимое государство, независимую страну] и [уничтожения, массовых убийств] [местного, мирного] населения. [Зачем, Для чего, Разве] России нужны дополнительные [земли, территории]? Ни власть, ни сила, ни военная мощь, [ни жестокость, ни агрессивность] не являются разумным поводом гордится своей страной. Зачем нам вообще гордиться национальностью, [при условии что, если] она  даётся нам при рождении и не требует личного усердия человека.",the_truth
