English Text	Russian Grammar	
You can say anything to anyone, but how you say it will determine how they will react.	Вы можете [сказать, утверждать] что угодно кому угодно, но как они [отреагируют на это, воспримут это] зависит от того, [как, каким образом] вы это скажете.	subject
In between goals is a thing called life, that has to be lived and enjoyed.	Кроме [целей, задач, планов] есть одна вещь, [называемая жизнью, это жизнь, именуемая жизнью, зовущаяся жизнью], которую [нужно, надо, стоит, следует] прожить наслаждаясь.	subject
Don't worry about failure; you only have to be right once.	Не [беспокойтесь, заботьтесь] о [неудачах, поражениях]; ведь вам нужно лишь [единожды, один раз] [достичь, добиться] успеха.	subject
Your time is limited, so don't waste it living someone else's life.	Ваше время ограничено, так что не [тратьте, расходуйте, растрачивайте] его [впустую, зря, бесцельно], живя чужой жизнью.	subject
Openly share and talk to people about your idea. Use their lack of interest or doubt to fuel your motivation to make it happen.	[Открыто, Откровенно] делитесь с людьми своими [идеями, мыслями]. Используйте их отсутствие [интереса, заинтересованности] или сомнения, чтобы подпитывать вашу мотивацию, для [воплощения, реализации] их [в жизнь, на практике].	subject
How you climb a mountain is more important than reaching the top.	[Путь, Сам путь] на гору, [важнее, более важен, значимее], чем достижение вершины.	subject
Associate yourself with people of good quality, for it is better to be alone than in bad company.	[Пытайтесь, Старайтесь, Попытайтесь, Постарайтесь] общаться с [достойными, интеллигентыми, порядочными, воспитанными] людьми, [ибо, ведь] лучше уж быть одному, чем в [дурной компании, плохой компании, дурном обществе, дурной компании, глупом обществе].	subject
Its fine to celebrate success but it is more important to heed the lessons of failure.	Приятно [праздновать, отмечать] успех, но [гораздо важнее, значительно более важно] [извлечь, уметь извлечь, знать как извлечь] уроки из поражений.	subject
It takes 20 years to build a reputation and five minutes to ruin it. If you think about that, you'll do things differently.	[Требуется, Необходимо, Нужно] [20, двадцать] лет, чтобы создать репутацию, и пять минут, чтобы ее [разрушить, уничтожить]. Если вы [задумаетесь над этим, подумаете об этом, примите это], то [будете, станете] действовать [по-другому, иначе].	subject
There is only one success- to be able to spend your life in your own way.	[Есть, Существует, Имеется] [только, лишь, только лишь] один критерий успеха — [уметь, возможность] распоряжаться жизнью [по-своему, как вам хочется].	subject
When everything seems to be going against you, remember that the airplane takes off against the wind, not with it.	[Когда, Если] кажется, что все идёт [против вас, не так как вы планировали, не так как вы думали], [помните, вспомните], что самолет взлетает против ветра, а не по [нему, ветру].	subject
Rarely have I seen a situation where doing less than the other guy is a good strategy.	[Редко, Нечасто] я [видел, наблюдал] ситуацию, когда делать меньше, чем другой парень, было [хорошей, надёжной, правильной] стратегией.	subject
You miss 100 percent of the shots you don't take.	[Никогда не попадёт, Ни разу не попадёт, Не сможет попасть] в [цель, мишень] тот, кто [отказывается, не собирается, боиться, не готов, не планирует] стрелять.	subject
The best time to plant a tree was 20 years ago. The second best time is now.	[Лучшее, Cамое лучшее] время для посадки дерева было [20, двадцать] лет назад. Второе лучшее время [сейчас, это сейчас].	subject
Twenty years from now, you will be more disappointed by the things that you didn't do than by the ones you did do.	[Через, Спустя] [двадцать, 20] лет вы будете [больше, в большей степени, скорее] разочарованы не тем, что сделали, а  тем, [чего, что] не сделали.	subject
Fail often so you can succeed sooner.	Чем чаще вы терпите [неудачу, поражение], тем быстрее вы [добьётесь, достигните]  победы.	subject
When you cease to dream you cease to live.	[Когда, Если, Как только] вы [перестаёте, прекращаете] мечтать, вы [перестаёте, прекращаете] жить.	subject
Whatever the mind can conceive and believe, the mind can achieve.	Всё, что [ум, разум, интеллект] может представить и во что может поверить, [ум, разум, интеллект] может [достичь, добиться, достигнуть].	subject
The way to get started is to quit talking and begin doing.	[Чтобы, Для того чтобы] приступить к действию, [нужно, надо, необходимо] [перестать, закончить, прекратить] говорить и начать [уже, наконец, уже наконец] делать.	subject
You don't learn to walk by following rules. You learn by doing and falling over.	Вы не [научитесь, учитесь] ходить, следуя правилам. Вы учитесь, [пытаясь, пробуя] и падая.	subject
The fastest way to change yourself is to hang out with people who are already the way you want to be.	Самый [быстрый, лучший, надёжный, проверенный] способ изменить себя — [это общаться, завязать общение] с людьми, которые уже являются такими, какими вы [хотите, желаете, планируете] [быть, стать].	subject
Risk more than others think is safe. Dream more than others think is practical.	Рискуйте [больше, чаще], чем другие [считают, полагают] безопасным. Мечтайте [больше, чаще], чем другие [считают, полагают] практичным.	subject
Great spirits have always encountered violent opposition from mediocre minds.	[Великие, Выдающиеся] [часто, нередко, зачастую, много раз, постоянно] [сталкивались, встречались] с [жестоким, суровым] [противостоянием, сопротивлением] посредственных умов.	subject
The critical part of plan is getting off your butt and doing something.	[Самая важная, Наиболее важная, Основная, Главная] часть плана - поднять [свою задницу, свой зад] и сделать [что-нибудь, что-либо, хоть что-нибудь].	subject
If you cannot do great things, do small things in a great way.	Если вы [не можете, не знаете как, неспособны] делать [великие, большие] дела, делайте малые дела [великим образом,великим способом].	subject
Success is not what you have, but who you are.	Успех — это не то, что у [вас есть, вы имеете], [а, но] то, [кто вы есть, кем являетесь вы сами].	subject
Every time I took these bigger risks, the opportunity for a bigger payout was always there.	[Великими, Достойными, Приличными, Порядочными, Выдающимися] людьми не [рождаются, появляются на свет] – ими становятся.	subject
The weak can never forgive. Forgiveness is the attribute of the strong	[Слабые, Слабохарактерные, Слабовольные] никогда не прощают. [Умение, Способность] прощать — [свойство, качество, удел] сильных.	subject
The only limit to our realization of tomorrow will be our doubts of today.	Единственным ограничением нашей реализации завтрашнего дня [будут, могут стать только] наши [сегодняшние, текущие] [сомнения, опасения].	subject
Fall seven times and stand up eight.	[Семь раз упади и восемь встань, 7 раз упади и 8 раз встань, Упадите 7 раз и встаньте 8, Упадите семь раз и встаньте восемь].	subject
There's no shortage of remarkable ideas, whats missing is the will to execute them.	Нет недостатка в [замечательных, превосходных] идеях, не хватает [только, лишь, только лишь] желания их [реализовать, осуществить, воплотить в жизнь].	subject
A successful man is one who can lay a firm foundation with the bricks others have thrown at him.	[Успешный, Преуспевающий] человек — это тот, кто [может, способен, в состоянии] заложить [прочный, крепкий, устойчивый] фундамент из кирпичей, которые в него [бросили, кинули] другие.	subject
It is never too late to be what you might have been.	[Никогда не поздно, Всегда есть время, Ещё не поздно] стать тем, кем вы могли бы быть.	subject
I am not a product of my circumstances. I am a product of my decisions.	Я не [продукт, результат] обстоятельств. Я [продукт, результат] [своих решений, своего выбора].	subject
There is only one way to avoid criticism: Do nothing, say nothing, and be nothing.	[Есть, Имеется, Существует] [только, лишь] [один, один единственный, единственный] способ избежать критики: ничего не делать, ничего не говорить и быть [никем, ничем].	subject
You may be disappointed if you fail, but you are doomed if you don't try.	Вы можете [быть разочарованы, разочароваться, остаться зарочарованы] , если потерпите неудачу, но вы обречены, если [не попытаетесь, хотя бы не попытаетесь, хотя бы не постараетесь, хотя бы не попробуете, не попробуете].	subject
